Dev ID,AI Interview completed date,Country,Job role,Resume Skills,AI vetted skills,AI Soft Skills Result,AI Coding test result,AI Proctoring score,Human Interview passed,Gender
66668,09/11/24 11:57,Ethiopia,Front-end Engineer,"JavaScript, TypeScript, React, NextJS, Redux, Python, NodeJS, MongoDB, PostgreSQL, Docker, RabbitMQ, AWS, REST API, Firebase, Jira, Nginx",React: Mid-level | TypeScript: Mid-level | AWS: Junior,Good,Mid-level,97,Null,Not determined
66672,09/11/24 12:01,Bangladesh,Senior Full-Stack Engineer,"ReactJS, NodeJS, Apollo Client, HTML5, CSS, JavaScript, PHP, Java, Python, C/C++, FastAPI, Django, Flask, AdonisJS, ExpressJS, NestJS, Laravel, MySQL, PostgreSQL, MongoDB, TinyDB, Redis, SQLite, DynamoDB, VueJS, Redux, SASS, NextJS, TypeORM, Knex, Eloquent, Mongoose, Windows, Linux, Apache, Nginx, PM2, AWS, Azure, Jira, Git, Trello, Asana",Python: Junior | NodeJS: Junior | ReactJS: Junior | Angular: Junior | PostgreSQL: Junior,Average,Senior,70,Null,Not determined
66666,09/11/24 12:03,India,Mobile Application Developer,"Dart, Java, Flutter, Android, iOS, SQL, Firebase, MVC, MVP, MVVM, Git, Google Map SDK, PayU Payment SDK, GetX, Provider, BLoC, HTML, CSS",iOS Development: Not experienced | Android: Junior | React Native: Junior | Flutter: Junior | REST APIs: Junior,Average,Senior,Null,Null,Male
66683,09/11/24 12:04,Pakistan,Senior Fullstack Engineer,"HTML, CSS, JavaScript, React JS, Material UI, Ant Design, React Bootstrap, Redux, Redux Toolkit, Web Sockets, Node JS, Express JS, MongoDB, MySQL, React Native, Git, GitHub, Electron JS, Typescript, Python",React JS: Junior | AWS: Junior,Average,Senior,99,Null,Male
66673,09/11/24 12:06,India,Senior Fullstack Developer,"Python, JavaScript, C, NodeJS, MSSQL, .NET Core, Electron.js, AWS, Next.js, Prisma, React.js, Keystone.js, Postgres SQL, Digital Ocean, TypeScript, Atomic Design, Storybook, Linux, AWS Compute - Lambda, EC2, ECS, AWS - S3, AWS API Gateway, AWS CloudFront, AWS SQS, AWS Cognito, MySQL, NoSQL, MongoDB, Postgres, DynamoDB, Java - Android",Python: Junior | React.js: Mid-level | Node.js: Mid-level | AWS: Junior | DevOps: Junior,Good,Mid-level,92,Null,Male
66682,09/11/24 12:14,India,Senior Frontend Developer,"React.js, Redux, JavaScript, HTML, CSS, Bootstrap, Git, GitLab, Jira, Yarn, npm, Visual Studio Code, React",Typescript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Average,Senior,100,Null,Male
66688,09/11/24 12:34,India,Senior Fullstack Engineer,"Python, JavaScript, Node.js, Solidity, SQL, HTML, CSS, Blockchain, Amazon Web Services, Ethereum, Docker, Cloud, Data Structures, Algorithms, Database, Power BI, Version Control, Git, GitHub, Agile",Python: Junior | React: Junior | AWS: Junior,Average,Mid-level,98,Null,Male
66698,09/11/24 12:35,India,LiDAR Annotator,Null,3D Point Cloud Annotation: Junior | LiDAR Data Processing: Not experienced | Sensor Fusion Techniques: Junior | Spatial Coordinate Systems Knowledge: Junior,Average,Null,90,Null,Male
66690,09/11/24 12:37,India,Senior Backend Engineer,"JavaScript, Node.js, MongoDB, HTML, CSS, Git, Jira, AWS S3, C, Java, NestJS, TypeScript, Python, Docker, PostgreSQL, Microservices, Nginx",Node.js: Mid-level | AWS: Junior,Good,Junior,97,Null,Female
66691,09/11/24 12:38,India,Mobile Application Developer,"Android SDK, Kotlin, Java, Flutter, Dart, VC++, C#, MVVM, MVC, MVP, Clean Architecture, BLoC Pattern, Data Binding, Live Data, Navigation, Room, View Model, Compose, Retrofit, gRPC, Koin, SQLite, Git, Bitbucket, StarTeam, AWS, Google APIs, REST APIs, JSON, FCM, Agile, Scrum, Jira, Confluence, TFS, Team Management, Task Distribution, Vendor Management, Performance Reviews, App Analytics, CI/CD, Google Analytics, Crashlytics, SonarLint",iOS Development: Not experienced | Android Development: Junior | React Native: Junior | Flutter: Junior | REST APIs: Junior,Average,Not experienced,99,Null,Male
66694,09/11/24 12:46,India,DevOps Engineer,"Kubernetes, Jenkins, GitHub Actions, Docker, Terraform, Ansible, AWS CLI, Python, Prometheus, Grafana, ELK, DevOps",Kubernetes: Junior | Terraform: Junior,Below Average,Not Experienced,81,Null,Female
66704,09/11/24 13:01,India,Senior Frontend Developer,"JavaScript, TypeScript, HTML5, CSS3, React.js, Redux, React Native, Angular, React Query, Jotai, Bootstrap, Tailwind, Material UI, Jest, Playwright, Webpack, Babel, NPM, Yarn, Git",React: Mid-level | TypeScript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Good,Junior,Null,Null,Male
66707,09/11/24 13:02,India,Frontend Developer,"C++, JavaScript, Python, HTML, CSS, ReactJS, Tailwind CSS, Nodejs, Express JS, Windows, Linux, MongoDB, SQL, Git, GitHub, VS Code",JavaScript: Junior | Git: Not experienced | Vue.js: Not experienced,Below Average,Not experienced,93,Null,Male
66706,09/11/24 13:03,India,DevOps Engineer,"Linux, Windows, Amazon Web Services, Java, Python, Ruby, Software Development, DevOps, Ansible, Kubernetes, Docker, Terraform, Bash, Github, Git, Jenkins, SQL, NoSQL, HTML, React JS",DevOps: Junior | Kubernetes: Junior | Terraform: Junior,Average,Junior,99,Null,Male
66621,09/11/24 13:05,India,Senior Fullstack Engineer,"ReactJS, NodeJS, Magento, Unix, Docker, AWS, MySQL, Redux, MongoDB, Linux, Git, C++, JavaScript, Tailwind, Salesforce, Azure, Java, SaaS, CSS, PHP, Backstop, Flutter, OOPS, Python, Cypress",Python: Junior | ReactJS: Junior | AWS: Junior,Good,Senior,Null,Null,Male
66715,09/11/24 13:12,India,Senior Backend Engineer,"C++, Java, Kotlin, Python, PHP, SQL, Ktor, FastApi, Android, Laravel, AWS ElastiCache, AWS Auto Scaling, Firebase, Jetpack Compose, Room DB, Solr, Elasticsearch, Kafka, New Relic APM, Firebase FCM, Node.js",AWS: Junior,Below Average,Not Experienced,100,Null,Male
66712,09/11/24 13:14,Brazil,Senior Account Executive,"Data Center, Servers, Sales, Portfolio Solutions, Cloud Economics, Cloud Practitioner, Cloud Fundamentals, Cloud Infrastructure, vSphere, Lenovo, Nutanix, HPE, AWS, Google Cloud, Oracle, VMware, Digital Transformation, Cloud Migration, Multi Cloud Management, Security Consulting, B2B Sales",B2B Sales: Junior | Communication: Junior | CRM Systems: Junior | Account Management: Junior | Analytical and Problem-Solving: Junior,Average,Null,43,Null,Male
66716,09/11/24 13:15,India,Frontend Developer,"HTML, CSS, JavaScript, Responsive Web Design, SCSS, React JS, React Router, C/C++, Jest, Storybook, Jira, Github, GSAP",JavaScript: Junior | Git: Junior | Vue.js: Not experienced,Average,Not Experienced,96,Null,Male
66705,09/11/24 13:19,India,Senior Frontend Developer,"Angular, HTML, CSS, Node.js, Java, Linux, Git, Splunk, Comptel, Express.js, MongoDB, Agile Development, Responsive Design, Web Application Development, Frontend Development, Backend Development, Troubleshooting, Problem Solving, Collaboration, User Experience, React",Typescript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Good,Not experienced,86,Null,Female
66710,09/11/24 13:20,India,Mobile Application Developer,"Flutter, Dart, Firebase, REST APIs, WebSocket, UI Development, Code Debugging, Code Optimization, SQL, Socket.io, SQLite, Google Maps, Video Player, Audio Player, Social Login, Image Compression, Image Editing, Offline Mode Support, Real-time Order Tracking, In-app Purchase, iOS Development: Not experienced, Android Development: Not experienced, React Native: Not experienced",Flutter: Junior | REST APIs: Junior,Below Average,Senior,92,Null,Male
66728,09/11/24 13:38,India,C Programmer,"Python, C, HTML/CSS, JavaScript, SQL, React.js, Node.js, MongoDB, Express.js, Angular, C Programming",Cplex: Not experienced | Operations research: Not experienced,Below Average,Not Experienced,74,Null,Male
66720,09/11/24 13:41,India,Mobile Application Developer,"Dart, Flutter, State Management, React, React Native, JavaScript, Redux, Linux, GCP, Riverpod, Firebase, Java, Swift, Android, iOS, Git, Animation, Lottie, TensorFlow",iOS Development: Junior | Android Development: Junior | React Native: Junior | Flutter: Junior | REST APIs: Junior,Good,Mid-level,79,Null,Male
66733,09/11/24 13:43,India,Senior Backend Engineer,"Angular, ReactJS, NextJS, React Native, Node.js, Express, REST APIs, Vitest, Jest, MongoDB, Redis, SQL, AWS, JavaScript, TypeScript, Python, C++, Java, Git, Data Structures, Algorithms, OOP, Linux",Node.js: Junior | AWS: Mid-level,Good,Senior,100,Null,Male
66717,09/11/24 13:49,India,Senior DevOps Engineer,"Continuous Deployment, Network Fundamentals, Cloud Computing, Scripting Languages, Monitoring and Logging, Continuous Integration, Problem Solving, AWS, Shell, YAML, JSON, Docker, Kubernetes, Jenkins, GitHub Actions, Ansible, Cloud Formation, Terraform, Tomcat, Apache, Nginx, Python",Jenkins: Junior | Kubernetes: Junior | Docker: Not experienced | Continuous Integration/Continuous Deployment: Junior,Average,Not experienced,99,Null,Male
66732,09/11/24 13:53,India,Senior Backend Engineer,"JavaScript, TypeScript, SQL, Java, C/C++, Python, ReactJS, Angular, jQuery, Bootstrap, Redux, AJAX, Node.js, ExpressJS, Sequelize, MongoDB, MySQL, PostgreSQL, Restful APIs, Redis, BullMQ, JWT, OAuth, Socket, AWS, Nginx, Docker, CI/CD, Team Leadership, Stakeholder Communication, Mentorship, Collaboration, Agile Methods",Node.js: Junior | AWS: Junior,Good,Mid-level,94,Null,Male
66724,09/11/24 13:56,India,DevOps Engineer,"Java, SQL, Python, Linux, OOPS Concept, TCL, Unix, Jenkins, Microsoft Exchange, Active Directory, Agile, SAML, LDAP, Continuous Integration and Deployment (CI/CD), Jira, Git, Postman API, DevOps",Python: Junior | Kubernetes: Junior | Terraform: Junior,Average,Junior,82,Null,Female
66734,09/11/24 13:58,India,Senior Frontend Developer,"React.js, TypeScript, Redux, JavaScript, Next.js, HTML5, CSS3, Tailwind CSS, Jest, Node.js, RESTful APIs, GraphQL, Pandas, NumPy, Python",React.js: Junior | TypeScript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Good,Mid-level,96,Null,Male
66740,09/11/24 14:03,India,LiDAR Annotator,Null,3D Point Cloud Annotation: Junior | LiDAR Data Processing: Not experienced | Sensor Fusion Techniques: Junior | Spatial Coordinate Systems Knowledge: Not experienced,Below Average,Null,73,Null,Male
66729,09/11/24 14:04,India,Frontend Developer,"JavaScript, Java, C++, Kotlin, HTML, CSS, ReactJS, Firebase, Jetpack, Git, GitHub, Postman, Service Now",JavaScript: Junior | Git: Junior | Vue.js: Junior,Average,Not experienced,97,Null,Not determined
66738,09/11/24 14:08,India,Senior Fullstack Engineer,"Java, C++, Python, JavaScript, SQL, Git, Kinesis Firehose, AWS Glue, Athena, CloudFront, AWS Lambda, S3, MySQL, ReactJS, Ant Design, Django REST, Prebid.js, Google Publisher Tags",Python: Junior | ReactJS: Not experienced | AWS: Junior,Average,Mid-level,97,Null,Male
66735,09/11/24 14:09,Ireland,Full-Stack Engineer,"React, C#, Flask, SQL, CSS, Restful API's, JavaScript, .Net, Django, Git, Figma, GraphQL, Python, NextJS, MongoDB(NoSQL), AWS, REDUX, Agile scrum",Python: Junior | React: Junior | AWS: Mid-level | NextJS: Mid-level,Good,Senior,99,Null,Male
66748,09/11/24 14:14,India,DevOps Engineer,"AWS, WAF, Terraform, Docker, Kubernetes, Helm, Jenkins, CircleCI, GitHub Action, Instana, Prometheus, Grafana, Ingress, Ambassador, Atlantis, Git, Vault, Rancher, Contrast Security, Code Climate, Shell Scripting, Cluster Autoscaler, Kube2IAM, AWS Load Balancer Controller, Microsoft AppCenter",DevOps: Mid-level | Kubernetes: Mid-level | Terraform: Junior,Good,Not experienced,85,Null,Male
66741,09/11/24 14:24,Pakistan,Senior Fullstack Engineer,"Python, C, C++, TypeScript, JavaScript, Haskell, Solidity, MATLAB, ReactJS, React Native, Node.js, Express, Flask, Django, MongoDB, DynamoDB, SQL, MySQL, Postgres, Redis, Redux, Socket.io, Mongoose, Web3.js, Enzyme, Pandas, Matplotlib, PyTorch, Scikit Learn, TensorFlow, Keras, AWS, Git, Docker, Firebase, Swagger, Postman",Python: Junior | AWS: Mid-level,Average,Senior,Null,Null,Male
66742,09/11/24 14:33,Pakistan,Senior Backend Engineer,"PHP, JavaScript, SQL, Laravel, Bootstrap, Git, Backend Development, API Development, HTML, CSS, Ajax, C, C++, XML, JSON, YAML, Blade, MVC, Risk Management, Team Leadership, Node.js",Node.js: Junior | AWS: Junior,Average,Mid-level,60,Null,Male
66743,09/11/24 14:36,India,Senior DevOps Engineer,"Jenkins, GitLab, Bitbucket, SonarQube, Nexus Repository Manager, Docker, AWS, Ansible, Terraform, Grafana, Prometheus, Jira, ServiceNow, Snyk, OWASP ZAP, Shell Scripting, Jenkinsfile, GitLab CI/CD, Maven, MSBuild, NPM, PIP, MySQL, Postgres, Git, GitHub, Nexus IQ Firewall, AWS ECS, AWS ECR, AWS VPC, AWS EC2, AWS IAM, AWS S3, AWS ELB, AWS EBS, AWS Subnet, AWS Auto Scaling, Nexus IQ Server, Nagios, Python",Jenkins: Mid-level | Kubernetes: Junior | Docker: Mid-level | CI/CD: Junior,Average,Mid-level,97,Null,Male
66760,09/11/24 14:37,United States,Senior Frontend Engineer,"JavaScript, TypeScript, Java, C++, HTML, CSS, React.js, Vue.js, Three.js, Node.js, GraphQL, Webpack, Agile, GitHub, SaaS, REST API, OpenGL, WebGL, CUDA, SQL, MongoDB",TypeScript: Junior | Angular: Junior,Average,Mid-level,80,Null,Not determined
66758,09/11/24 14:42,India,Senior Fullstack Engineer,"TypeScript, Node.js, Express, React.js, Next.js, Vue.js, Redux, JavaScript, Python, GraphQL, PostgreSQL, MySQL, MongoDB, Redis, AWS, AWS CDK, Docker, CI/CD, Unit Testing, Microservices, Agile, MERN Stack, Git",React.js: Junior | AWS: Junior,Average,Senior,97,Null,Male
66761,09/11/24 14:47,India,Senior Frontend Developer,"JavaScript, TypeScript, Python, Java, ReactJS, Express.js, Node.js, Selenium, Tailwind CSS, Next.js, SASS/SCSS, HTML, CSS, Bootstrap, SQL, Redux Toolkit, jQuery, MongoDB, MySQL, PostgreSQL, React",TypeScript with Context API: Junior | WebSocket and HTTP Stream Handling: Not experienced,Average,Not experienced,95,Null,Male
66749,09/11/24 14:51,Venezuela,Senior Full-Stack Software Engineer,"JavaScript, Node.js, Angular, TypeScript, NoSQL, DynamoDB, Firebase, MongoDB, AWS, AWS Lambda, Amazon S3, Amazon SQS, Express.js, Fastify",JavaScript: Junior | React: Not experienced | AWS: Junior | CI/CD: Junior | NoSQL/SQL: Not experienced,Below Average,Senior,100,Null,Not determined
66763,09/11/24 15:02,India,DevOps Engineer,"Azure, AWS, Terraform, ARM Templates, Docker, Kubernetes, YAML, Python, PowerShell, Bash, Git, GitHub, Ansible, Jenkins, Azure Monitor, Prometheus, Cloud Watch, Grafana, MySQL, Jira, ServiceNow, VS Code, DevOps",Kubernetes: Junior | Terraform: Junior,Average,Senior,97,Null,Not determined
66765,09/11/24 15:02,India,Senior Backend Engineer,"JavaScript, Python, Node.js, Nest.js, RestAPI, Microservices, React.js, PostgreSQL, MongoDB, Linux, Node.js: Junior",JavaScript: Junior | Python: Junior | Node.js: Junior | Nest.js: Junior | RestAPI: Junior | Microservices: Junior | React.js: Junior | PostgreSQL: Junior | MongoDB: Junior | Linux: Junior | Node.js: Junior | AWS: Not experienced,Average,Not Experienced,97,Null,Male
66764,09/11/24 15:08,United States,Frontend Developer,"C, C++, JavaScript, TypeScript, HTML, CSS, React, Redux, Node, Python, Java, Golang, MySQL, Firebase, PostgreSQL, Jenkins, Codefresh, CircleCI, AWS Services, Sentry, Grafana, Datadog",JavaScript: Mid-level | Git: Mid-level | Vue.js: Mid-level,Good,Mid-level,25,Null,Male
66778,09/11/24 15:33,India,Frontend Developer,"Core Java, Spring Boot, JSP, Servlets, HTML, CSS, JavaScript, MySQL, MS SQL Server, Visual Studio Code, Eclipse IDE, Postman, Swagger, SDLC, Agile Methodologies, Basic Cloud Knowledge",JavaScript: Junior | Git: Junior | Vue.js: Not experienced,Average,Mid-level,81,Null,Male
66777,09/11/24 15:39,India,Python Developer,"JavaScript, Python, HTML, CSS, ReactJS, SQL, FastAPI",Python: Junior | Django: Junior | PostgreSQL: Junior,Good,Mid-level,82,Null,Female
66782,09/11/24 16:09,India,Mobile Application Developer,"Dart, Flutter, MVVM Architecture, State Management, RESTful APIs, SQFLite, Firebase, Provider, Riverpod, GetX, Bloc, GitHub, Git, HTML, XML, Python, MySQL, PyCharm, Android Studio, Razorpay API, iOS Development",Android Development: Not experienced | React Native: Junior | Flutter: Junior | RESTful APIs: Not experienced,Average,Not Experienced,92,Null,Male
66785,09/11/24 16:13,Bangladesh,Senior Backend Engineer,"JavaScript, PHP, Java, Python, TypeScript, Node.js, React, Laravel, Express.js, NestJs, PostgreSQL, MySQL, MongoDB, Docker, Kubernetes, Redis, RabbitMQ, jQuery, Stripe, Paysafe, Node.js: Mid-level | AWS: Junior","JavaScript, PHP, Java, Python, TypeScript, Node.js, React, Laravel, Express.js, NestJs, PostgreSQL, MySQL, MongoDB, Docker, Kubernetes, Redis, RabbitMQ, jQuery, Stripe, Paysafe, Node.js: Mid-level | AWS: Junior",Good,Mid-level,86,Null,Male
65342,09/11/24 16:20,India,Senior Backend Engineer,"Java, JavaScript, TypeScript, Spring Boot, NodeJS, Hibernate, JPA, Kafka, PostgreSQL, MySQL, Docker, Kubernetes, Jenkins, CI/CD, Datadog, Git, GitHub, Postman, ORMs, Problem-Solving, Critical Thinking, Communication, Teamwork, Low Level Design, Distributed System, Micro-Services, Object Oriented Programming, APIs, REST, Operating Systems",Node.js: Junior | AWS: Not experienced,Average,Not Experienced,Null,Null,Male
66784,09/11/24 16:34,India,Senior Frontend Developer,"JavaScript, HTML/CSS, Java, React.js, Node.js, Material-UI, Git, Gitlab, Google Cloud Platform, VS Code",React.js: Junior | Typescript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Average,Not experienced,97,Null,Male
66790,09/11/24 16:41,India,Senior Backend Engineer,"JavaScript, Python, TypeScript, NoSQL, MySQL, Node.js, MongoDB, React.js, Express.js, Flask, DocumentDB, PostgreSQL, Redux, Redis, AWS, S3, SQS, SNS, CI/CD, Lambda, Docker",Node.js: Junior | AWS: Junior,Average,Senior,96,Null,Male
66793,09/11/24 16:56,India,Supply Chain Specialist,"SAP MM/EWM, SAP PP, AMS, ERP, Sales and Operations Planning, Operations Management, Material Management, Engineering, Sourcing and Procurement, Order Processing, Vendor Management, B2B, B2C, E-commerce, Technical Support, Receiving and Dispatch Planning, Warehousing, Logistics and SCM, Forecasting, FIFO, Data Analysis, MIS, Process Excellence, Estimation, Request for Quotation (RFQ), Inventory Management, Team Lead, IR, Customer Interaction, KAIZEN, 5S, Problem Solving, Communication and Leadership, Teamwork, Flexibility, Risk Taking, Decision Making, Computer Efficiency, Mechanical Engineering, AutoCAD, Solidworks, Production Planning Control, Quality Control, Nondestructive Testing (NDT), Supply Chain Optimization",Demand Forecasting: Not experienced | Inventory Management: Not experienced | Vendor Relationships: Not experienced | Analytical Skills: Junior,Below Average,Null,25,Null,Male
66795,09/11/24 17:16,India,Technical Product Manager,"Google Analytics, MS-Excel, Jupyter, Navicat, Jira, Clickup, Zeplin, Impala, Big Query/SQL, ETL, IDA, EDA, Data Mapping, Agile Project Management, ChatGPT Prompt Engineering, Product Strategy, Google Cloud Fundamentals, Agile methodologies",Google Analytics: Mid-level | MS-Excel: Mid-level | Jupyter: Mid-level | Navicat: Mid-level | Jira: Mid-level | Clickup: Mid-level | Zeplin: Mid-level | Impala: Mid-level | Big Query/SQL: Mid-level | ETL: Mid-level | IDA: Mid-level | EDA: Mid-level | Data Mapping: Mid-level | Agile Project Management: Mid-level | ChatGPT Prompt Engineering: Mid-level | Product Strategy: Mid-level | Google Cloud Fundamentals: Mid-level | Agile methodologies: Mid-level | Product Lifecycle: Junior | Team management: Mid-level,Good,Null,93,Null,Male
66800,09/11/24 17:46,Sri Lanka,Senior Backend Engineer,"Java, Spring Boot, Node.js, Python, React, Microservices, Gen AI, Prompt Engineering, Kafka, API, Concourse CI, Git, HashiCorp Vault, Datadog, PostgreSQL, Golang, Docker, JUnit, Amazon Web Services (AWS), Jenkins, Redis, Swagger API, Optimizely, GraphQL, Redux, Apache Beam, Apache Flink, Gradle, GCP, Langchain, ETL, VertexAI, Vector, Gateway, Kubernetes, Amazon ECS, PL/SQL, Apigee API Management, Spring Framework, Hibernate, Maven, Jira, JMeter, Angular, WebLogic 12c, JSP, Apache CXF, Oracle, SpringCloud, JMS, REST, SOAP Services, JSON/XML, Java Message Service (JMS), Java EE, Win SCP, PuTTY, JBoss, IntelliJ IDEA",Node.js: Junior | Amazon Web Services (AWS): Mid-level,Good,Not experienced,Null,Null,Male
66807,09/11/24 17:51,Uruguay,Technical matcher,"LinkedIn, CRM, People Analytics, Power BI, Recruitment, Sourcing, Networking, Social Media, Market Analysis, Sales, Negotiation, Intercultural Skills, Team Management, Compensation Negotiation, Interview Scheduling, Applicant Tracking System, Psycho-technical Reporting, KPI Monitoring, Administrative Management, Talent Acquisition, Technical Recruitment",Talent Acquisition: Mid-level | Pipeline Management: Mid-level | Computer Science: Junior,Good,Null,96,Null,Female
66821,09/11/24 19:36,India,Senior Fullstack Engineer,"Java, JavaScript, HTML5, CSS3, Bootstrap, jQuery, Angular, JDBC, JSP, Servlets, Spring Boot, SQL Server, Oracle, MySQL, MongoDB, Git, Windows, Microservices, AWS, Node.js, Python",React: Junior | AWS: Junior,Average,Mid-level,68,Null,Female
66820,09/11/24 19:48,India,Mobile Application Developer,"Java, Kotlin, Android SDK, Android Studio, XML, JSON, Firebase, SQLite, Superbase Database, Room Database, Google Maps API, Geo-Fence, Retrofit, Volley, Okhttp, In-App Purchases, Stripe, Razorpay Payment Gateway, MVC, MVVM, Git, Github, GitLab, iOS Development",iOS Development: Junior | React Native: Junior | REST APIs: Not experienced,Average,Senior,Null,Null,Male
66824,09/11/24 19:50,Bahrain,Senior Software Engineer,"Java, J2EE, SQL, JavaScript, C, Spring, Spring Boot, Hibernate, IBM MQ, HTML, JDBC, Selenium, MS SQL, Microservices, PostgreSQL, Big Data, Mockito, SonarQube, JUnit, Python",SQL: Junior | AWS: Junior,Average,Not experienced,90,Null,Female
66826,09/11/24 19:55,Sri Lanka,Senior Backend Engineer,"Analytical & Problem Solving, Client Management, Adaptability, Collaboration, Strong Work Ethic, Time Management, Critical Thinking, Handling Pressure, Team Working, Leadership, Team Leading, Java, PHP, JavaScript, TypeScript, Spring MVC, Spring Boot, Struts, Spring WebFlux, Ember JS, Angular JS, Node JS, Nest JS, React JS, Express JS, jQuery, Oracle, MySQL, MS SQL, PostgreSQL, DB2, Oracle SQL Developer, DBeaver, pgAdmin, phpMyAdmin, REST, SOAP, GraphQL, SOAP UI, Postman, Git, SVN, Perforce, HTML, CSS, JSP, Hibernate, Spring JPA, TypeORM, Jenkins, Bamboo, CircleCI, Azure Pipeline, WebLogic, WebSphere, JBoss, Apache Tomcat, Ant, Maven, Gradle, Apache Velocity, Apache Free Marker, Apache Mina, Apache Camel, Apache Tiles, Apache Kafka, JUnit, Mockito, Jest, Gatling, Selenium, TestNG, Amazon Web Services, Azure Web Services, Google Cloud, SQL, XML, JSON, WSO2IS, WSO2 ESB, Eclipse, NetBeans, Atom, Pega, XMPP, Smack API, Strophe API, Open Fire, Computer Telephony Integration, Debezium",Node.js: Not experienced | AWS: Junior,Average,Not Experienced,65,Null,Male
66832,09/11/24 19:58,India,Senior Frontend Developer,"React, Next.js, JavaScript, TypeScript, Node.js, Express.js, MongoDB, Redux, Responsive Design, Git, MERN Stack, Restful APIs Integration",React: Junior | TypeScript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Good,Mid-level,86,Null,Male
66837,09/11/24 20:09,India,Senior Backend Engineer,"Java, Spring Boot, Hibernate, Nodejs, SQL, RDBMS, PostgreSQL, JUnit, HTML, JavaScript, ReactJS, REST, Rabbit MQ, Kafka, GraphQL, Kubernetes, Microservices, AWS EC2, AWS S3, AWS Lambda, AWS Aurora, AWS DynamoDB, SMA, Chime",Node.js: Senior | AWS: Senior,Excellent,Mid-level,61,Null,Male
66835,09/11/24 20:14,Nigeria,Senior Backend Engineer,"TypeScript, JavaScript, Python, C#, Docker, Kubernetes, Jest, Redis, Airflow, AWS, PostgreSQL, MySQL, Terraform, Cassandra, MongoDB, Kafka, Problem Solving, Data Structures and Algorithms, Performance Optimization, ETL, Distributed Systems, Networking, Node.js, Express.js, Nest.js, Django, FastAPI, Flask, ASP.NET, Gin, React, AWS S3, AWS EC2, AWS Athena, AWS Glue, AWS IAM, AWS RDS, AWS Redshift, AWS Serverless, Google Cloud Functions, Google Cloud Storage, Google Compute Engine",Node.js: Junior | AWS: Junior,Good,Mid-level,94,Null,Male
66839,09/11/24 20:19,India,Senior Backend Engineer,"Node.js, TypeScript, Azure Cloud, MSSQL, Express.js, GraphQL, Redis, Nest.js, Jest, React.js, Cypress, Docker, Kubernetes, Terraform, ArgoCD, Git, MongoDB, RabbitMQ, AWS, SendGrid, Chai, Ruby on Rails, JavaScript, EJS, MySQL, Vue.js, Turbo Frames, RSpec, Postman, Heroku, Puppeteer, Webpack, Mocha",Node.js: Junior | AWS: Junior,Excellent,Senior,97,Null,Male
66333,09/11/24 20:21,Morocco,AI Trainer - Python Developer,"Python, C++, Java, TensorFlow, PyTorch, Scikit-learn, RLHF, LLMs, GANs, VAEs",Python: Not experienced | Data Structures and Algorithms: Mid-level | Version Control Systems: Junior,Null,Senior,Null,Null,Male
66843,09/11/24 20:30,United States,Front-end Engineer,"Unix, Python, TypeScript, HTML, CSS, JavaScript, MySQL, MongoDB, Redis, FastAPI, React, Node.js, Express.js, Bootstrap, Restful, OpenAI, Google Cloud Platform, Sentry, CI/CD, Bun, Docker, NetReveal, Jira, Confluence, ServiceNow, Sourcetree, Bitbucket, Postman, Git, GitHub, Oracle SQL Developer, Firebase",React: Junior | TypeScript: Junior | AWS: Not experienced,Good,Junior,95,Null,Male
66845,09/11/24 20:50,Brazil,Senior Account Executive,"Salesforce, LinkedIn, Sales Navigator, Apollo.io, HubSpot, Project Management, Business Development, Strategic Planning, Negotiation, Team Leadership, Market Analysis, Go-to-Market Strategy, Customer Relationship Management, Sales Cycle Management, Cyber Security, Fleet Management, Operational Services, Product Portfolio Design, Partner Ecosystem Management, KPI Management, B2B Sales, Communication, CRM Systems, Account Management, Analytical and Problem-Solving",B2B Sales: Mid-level | Communication: Senior | CRM Systems: Junior | Account Management: Mid-level | Analytical and Problem-Solving: Junior,Average,Null,98,Null,Male
66841,09/11/24 20:52,India,Senior Frontend Developer,"JavaScript, TypeScript, Java, React, Angular, CSS, HTML, SCSS, MySQL, Git, GitHub, Linux, Azure, Jenkins, Redux Toolkit, NPM, Webpack, 5S Certified, Azure Certified",TypeScript with Context API: Junior | WebSocket and HTTP Stream Handling: Junior,Good,Junior,100,Null,Male
66844,09/11/24 21:04,United States,Golang engineer,"Golang, Java, React JS, REST, gRPC, Apache, Tomcat, Gorilla WebSocket, Gin, Mux, Spring Boot, RDBMS, MS SQL, Oracle, MySQL, PostgreSQL, NoSQL, Observable, Agile, Scrum, Git, VS Code, Jira, Jenkins, Swagger, Docker, Apache Kafka, Redis, Kubernetes, Prometheus, Grafana, Testify, Telemetry, OAuth, TLS, Terraform, Datadog, Consul, GCP, Azure, Amazon Web Services, Windows, Linux, LLaMA, Google PaLM, ChatGPT, LangChain",Golang: Not experienced | Docker: Not experienced | Cloud Services: Not experienced | CI/CD: Not experienced,Not Experienced,Mid-level,61,Null,Male
